validation_pair_id,question_sample_id,category,son_department,title,question,reference_answer,model_answer,human_score_-1_0_1,human_notes
Q015_A,Q015,الذكر والتزكية والأخلاق,قراءة القرآن,اعتاد قراءة آية واحدة بعد الفاتحة,شخص اعتاد على قراءة آية واحدة فقط بعد الفاتحة، فهل تكون صلاته صحيحة؟,أقول وبالله التوفيق: يجب قراءة ثلاث آيات أو آية طويلة بمقدار سورة الكوثر، فمن لم يفعل فهو آثم لتركه واجب من واجبات الصلاة وهو ضم سورة إلى الفاتحة، والله أعلم.,"في مذهب الحنفية:  

- الواجب بعد الفاتحة في الركعتين الأُوليين من الفرض، وفي جميع ركعات الوتر والنفل: **قراءة قدر آيةٍ طويلةٍ أو ثلاث آياتٍ قصار**.  
- فإن قرأ آيةً واحدة قصيرة لا تساوي ثلاث آياتٍ قصار، فقد تَرَكَ واجبًا.  

الحكم:  
- **الصلاة صحيحة**، لكن تكون **ناقصة مع الكراهة التحريمية**.  
- إن كان الترك **سهوًا** يلزمه **سجود السهو**.  
- إن كان **عمدًا** أثِم، وصلاتُه صحيحة مع الإثم ونقصان الأجر.  
- أمّا إن كانت هذه الآية الواحدة **طويلةً** في مقدار ثلاث آيات قصار، فتجزئ وتكون الصلاة حينئذٍ تامة من هذه الجهة.",,
Q015_B,Q015,الذكر والتزكية والأخلاق,قراءة القرآن,اعتاد قراءة آية واحدة بعد الفاتحة,شخص اعتاد على قراءة آية واحدة فقط بعد الفاتحة، فهل تكون صلاته صحيحة؟,أقول وبالله التوفيق: يجب قراءة ثلاث آيات أو آية طويلة بمقدار سورة الكوثر، فمن لم يفعل فهو آثم لتركه واجب من واجبات الصلاة وهو ضم سورة إلى الفاتحة، والله أعلم.,"صلاته صحيحة، ولكنه فعل مكروهًا تحريمًا في المذهب الحنفي.

فالمطلوب بعد الفاتحة في المذهب الحنفي قراءة مقدار ثلاث آيات قصار، أو آية واحدة طويلة تعدل ثلاث آيات قصار. من اقتصر على آية واحدة فقط، فقد أتى بمكروه تحريمًا.

وإذا اعتاد على قراءة آية واحدة عمدًا، فصلاته صحيحة مع الإثم، والأولى له إعادة الصلاة. أما إذا كان ذلك سهوًا، فيلزمه سجود السهو.",,
Q016_A,Q016,الذكر والتزكية والأخلاق,العلاقات الزوجية,أخذ دواء لتأخير الدورة دون علم الزوج,هل يجوز أخذ دواء لتأخير الدورة في رمضان دون علم الزوج؟,أقول وبالله التوفيق: يكره أخذه إن كان فيه ضرر، ولا شأن للزوج بالأمر، والله أعلم.,"يجوز للمرأة أخذ دواء لتأخير دورتها الشهرية في رمضان بقصد إتمام الصيام، وصيامها صحيح ومقبول في هذه الحالة عند الحنفية.

أما بخصوص إخبار الزوج، فلا يشترط عليها شرعاً إعلامه بذلك، لأنه من الأمور المتعلقة بعبادتها وصحتها الشخصية ولا يتوقف جواز فعلها على إذنه. ومع ذلك، يُستحسن إعلامه من باب حسن العشرة والتشاور بين الزوجين.",,
Q016_B,Q016,الذكر والتزكية والأخلاق,العلاقات الزوجية,أخذ دواء لتأخير الدورة دون علم الزوج,هل يجوز أخذ دواء لتأخير الدورة في رمضان دون علم الزوج؟,أقول وبالله التوفيق: يكره أخذه إن كان فيه ضرر، ولا شأن للزوج بالأمر، والله أعلم.,"نعم، **يجوز في مذهب الحنفية** استعمال دواء لتأخير نزول الحيض في رمضان إذا:

1. **قرّر الطبيب الثقة** أن الدواء لا يترتب عليه ضرر معتبر.
2. كان المقصود به **تيسير الصوم والعبادة** لا مجرد العبث بالخلقة.

وأمّا **إخبار الزوج**:
- فـ**ليس شرطًا شرعيًّا**، ولا يجب عليها استئذانه في تناول هذا الدواء ما دام الأمر متعلقًا بجسدها وعلاجٍ مباح.
- لكن إن كان يُتوقَّع من عدم إخباره حصول نزاع أو سوء ظن، فـ**الأولى والأحسن إخباره دفعًا للفتنة**.

وإذا تأخّر الحيض فعلاً ولم ينزل الدم، فصومها **صحيح** عند الحنفية؛ لأن العبرة بوجود دم الحيض لا بوقته المعتاد.",,
Q017_A,Q017,الذكر والتزكية والأخلاق,العلاقات الزوجية,طاعة الزوج مقدمة على غيرها,أنا جئت لزياره بيت أهلي، وأنا أعيش خارج البلاد لعلاج ابني ـ عنده تأخر بالكلام ـ وجئت أنا وزوجي، ولا يوجد أي مشاكل ومتفقين، وما حصل بعدها أن أهلي لا يريدون أن أذهب مع زوجي لأن فترة العلاج طويلة، وزوجي يريد أن أذهب إلى البيت وعندما ترجع فترة العلاج أعود، وقال لي والدي: إذا تطلعي من البيت أغضب عليك، فهل غضب الأب مقبول عند رب العالمين إذا رجعت إلى بيتي وهو غضبان علي، هل سأحاسب عند الله تعالى؟,أقول وبالله التوفيق: يعتبر غضب الأب إن كان موافقًا للشرع، وفي هذه الصورة الواجب عليك طاعة الزوج والذهاب لبيتك، ومخالفة الزوج معصية في هذه الصورة، وعليك برّ والدك والإحسان إليه مهما قال مع القيام بما هو واجب عليك، والله أعلم .,"وعليكم السلام ورحمة الله وبركاته،

في فقه الحنفية، طاعة الزوج مقدمة على طاعة الوالدين فيما يتعلق بالحقوق الزوجية وبيت الزوجية، ما لم يأمر الزوج بمعصية.

المرأة المتزوجة يجب عليها طاعة زوجها في الانتقال معه إلى بيته، ولا يجوز لوالديها منعها من ذلك دون مسوغ شرعي. وفي حالتك المذكورة، لا يوجد أي مشاكل بينك وبين زوجك، وهو يريد عودتك إلى بيتك، وهذا حقه وواجب عليكِ الاستجابة له.

وعليه:

1.  **غضب الأب في هذه الحالة:** إن غضب والدكِ عليكِ بسبب عودتكِ إلى بيت زوجكِ، ليس مقبولاً شرعاً يوجب عليكِ مخالفة واجبكِ تجاه زوجكِ. فالواجب عليكِ طاعة زوجكِ في الانتقال إلى بيته، وتكونين مأجورة على ذلك.
2.  **المحاسبة عند الله تعالى:** لن تحاسبي عند الله تعالى على رجوعكِ إلى بيت زوجكِ، بل إن طاعتكِ لزوجكِ في هذا الشأن هو الواجب الشرعي عليكِ.
3.  **بر الوالدين:** عليكِ السعي في إرضاء والديكِ والتحدث معهما بلين ورفق، وشرح وضعكِ لهما، مع التأكيد على بركِ بهما ومحبتكِ لهما، ولكن دون التنازل عن واجبكِ تجاه زوجكِ.

ملخصاً: لا إثم عليكِ بالعودة إلى بيت زوجكِ، بل هو واجبكِ، وغضب والدكِ في هذه المسألة ليس مسوغاً شرعياً لمنعكِ من ذلك.",,
Q017_B,Q017,الذكر والتزكية والأخلاق,العلاقات الزوجية,طاعة الزوج مقدمة على غيرها,أنا جئت لزياره بيت أهلي، وأنا أعيش خارج البلاد لعلاج ابني ـ عنده تأخر بالكلام ـ وجئت أنا وزوجي، ولا يوجد أي مشاكل ومتفقين، وما حصل بعدها أن أهلي لا يريدون أن أذهب مع زوجي لأن فترة العلاج طويلة، وزوجي يريد أن أذهب إلى البيت وعندما ترجع فترة العلاج أعود، وقال لي والدي: إذا تطلعي من البيت أغضب عليك، فهل غضب الأب مقبول عند رب العالمين إذا رجعت إلى بيتي وهو غضبان علي، هل سأحاسب عند الله تعالى؟,أقول وبالله التوفيق: يعتبر غضب الأب إن كان موافقًا للشرع، وفي هذه الصورة الواجب عليك طاعة الزوج والذهاب لبيتك، ومخالفة الزوج معصية في هذه الصورة، وعليك برّ والدك والإحسان إليه مهما قال مع القيام بما هو واجب عليك، والله أعلم .,"أولًا: من جهة الحكم الشرعي في المذهب الحنفي  

1. **الزوجة يجب عليها شرعًا السكن مع زوجها حيث يقيم** إذا كان أمينًا عليها، وينفق عليها، ولا يضيّع حقوقها الشرعية.  
   - لا يجوز لأهلها شرعًا أن يمنعوها من الرجوع إلى بيت زوجها في هذه الحالة.  
   - ولا يجب عليها طاعتهم في ذلك؛ لأن **حق الزوج في الاستمتاع والسكنى مقدَّم على حق الوالدين** في هذه المسألة عند الحنفية.

2. **غضب الأب هنا غير مُعتبَر شرعًا من جهة الإثم عليكِ**؛ لأنه يطلب منكِ ترك واجب شرعي (حق الزوج)،  
   – والقاعدة: *«لا طاعةَ لمخلوقٍ في معصيةِ الخالق»*،  
   – وترك حق الزوج الواجب لا يجوز لطاعة الوالدين.

3. لذلك: إذا رجعتِ إلى بيت زوجك الملتزم بحقوقك، **فلا إثم عليكِ إن شاء الله، ولا تُحاسَبين لمجرّد غضبه**؛ لأنك فعلتِ ما أوجب الله عليكِ.

ثانيًا: من جهة برّ الوالدين  

- برُّ الوالدين واجب، لكن **ليس معناه طاعتهما في كل ما يطلبان**؛ بل في غير المعصية وما لا يضيّع حقًّا واجبًا.  
- عليكِ:  
  1. أن تشرحي لوالدك بلطف أن رجوعك لزوجك واجب شرعي عليك.  
  2. أن تحرصي على برّه، وزيارته، وخدمته قدر الاستطاعة، والتلطّف في الكلام، وطلب رضاه.  
  3. الإكثار من الدعاء له بالهداية ورضا القلب.

الخلاصة:  
- **الرجوع لزوجك في هذه الحالة واجب، ولا إثم عليك إذا رجعتِ ولو غضب والدك**.  
- آثمةٌ لو تركتِ حق زوجك الواجب طاعةً لوالدك.  
- مع ذلك، احرصي بأقصى ما تستطيعين على تهدئة والدك، وبرّه، وعدم قطع صلته.",,
Q018_A,Q018,الذكر والتزكية والأخلاق,العلاقات الزوجية,الأَخذ من المال المشترك بين الأَزواج دون علم الآخر,أُساهم مع زوجي في البيت، وأَشترك معه في المصروف والقروض المالية، وهو يتشدد علينا في المصروف ويحاسبنا، هل يحق لي الأَخذ من هذا المال دون علمه؟,أقول وبالله التوفيق: الأولى أن تجلسي معه وتحددي اشتراكاً ومساهمة في مقدار معين من المال، ويكون لك حق التصرف في المال الآخر لأنه مالك، وهذا من حقك، والله أعلم.,"الأصل في أموال الزوجين أنها مستقلة، ولا يجوز لأحد الزوجين الأخذ من مال الآخر إلا بإذنه.

ولكن يجوز للمرأة الأخذ من مال زوجها دون علمه بقدر الكفاية بالمعروف، إذا كان الزوج بخيلاً ومقصرًا في النفقة الواجبة عليها وعلى أولادها، حتى لو كانت موسرة. ويشترط أن تأخذ ما يسد حاجتها وحاجة أولادها الضرورية فقط، ولا تتجاوز ذلك. هذا بناءً على حديث هند بنت عتبة رضي الله عنها، حين شكت للنبي صلى الله عليه وسلم أن أبا سفيان رجل شحيح لا يعطيها ما يكفيها وولدها، فقال لها: ""خُذِي مَا يَكْفِيكِ وَوَلَدَكِ بِالْمَعْرُوفِ"". وهذا الحكم مقيد بعدم كفاية النفقة الواجبة.

أما مجرد التشدد في المصروف والمحاسبة، مع كفاية النفقة الواجبة شرعًا، فلا يبيح لك الأخذ من ماله دون علمه. ومساهمتك في البيت والمصروف والقروض تعتبر تبرعًا منك ما لم يكن هناك اتفاق آخر مسبق.",,
Q018_B,Q018,الذكر والتزكية والأخلاق,العلاقات الزوجية,الأَخذ من المال المشترك بين الأَزواج دون علم الآخر,أُساهم مع زوجي في البيت، وأَشترك معه في المصروف والقروض المالية، وهو يتشدد علينا في المصروف ويحاسبنا، هل يحق لي الأَخذ من هذا المال دون علمه؟,أقول وبالله التوفيق: الأولى أن تجلسي معه وتحددي اشتراكاً ومساهمة في مقدار معين من المال، ويكون لك حق التصرف في المال الآخر لأنه مالك، وهذا من حقك، والله أعلم.,"الجواب باختصار على مذهب الحنفية:

1. **نفقة البيت واجبة على الزوج وحده** شرعًا، ولا يجب عليكِ شرعًا المشاركة في المصروف ولا في القروض، إلا إذا رضيتِ بذلك باختيارك، أو كان بينكما اتفاقٌ معتبر.

2. **إن كان زوجكِ يُقصِّر في النفقة الواجبة** عليكِ وعلى أولادك (الطعام، السكن، الكسوة، الضروريات المعتادة لمثلكم) ولا يعطيكم ما يكفي بالمعروف، فمذهب الحنفية – اعتمادًا على حديث هند بنت عتبة – أنه:
   - يجوز لكِ أن تأخذي من ماله **بغير علمه**
   - **بقدر الحاجة فقط**، لا تتجاوزين ما يكفيك ويكفي أولادك بالمعروف.
   - ولا يجوز أن تأخذي للترف أو الزيادة على الكفاية.

3. **أما إن كان يُنفِق نفقةً كافيةً بالمعروف** لكنه «يتشدد في الحساب» فقط، أو يمنع الزيادة على الكفاية:
   - فلا يجوز لكِ في مذهب الحنفية أن تأخذي من ماله خفيةً لغير النفقة الواجبة.
   - لكِ أن تأخذي من **مالكِ أنتِ** كيف تشائين، ولا حق له في التحكم في مالك، إلا إن كان مالًا مشتركًا باتفاق بينكما.

4. إن كنتِ قد شاركتِ معه في القروض والمصروف:
   - ما دفعتِه من مالك بقرض له أو مشاركة معلومة فهو **حق لك**، ولك المطالبة به.
   - لكن لا تستوفين هذا الحق خفيةً إلا إذا تعذر الوصول إلى حقك إلا بذلك، وبقدر حقك فقط، والأولى رفع الأمر لقاضٍ أو جهةٍ شرعية.

**الخلاصة:**  
- إن كان مقصِّرًا في النفقة الواجبة: لكِ عند الحنفية أن تأخذي من ماله بقدر الكفاية فقط.  
- إن كان مؤدّيًا للنفقة الواجبة، لكنه متشدد في الزيادة: لا يحل لكِ أخذ المال من ماله خفية، واقتصري على مالك أنتِ، أو تحاكمي إلى أهل العلم أو القضاء إن ظُلمتِ في حقوقك.",,
Q019_A,Q019,الزواج والطلاق والنفقات,الطلاق,حكم إرجاع المطلّقة قبل الدخول,ابنتي كانت مخطوبة، وقد عقد قرانها، ولكنها انفصلت عن خطيبها قبل الدخول، هل يحق له بعد الانفصال عنها الرجوع لها؟ أم تحرم عليه حرمة مؤبّدة؟,أقول وبالله التوفيق: إن لم يطلقها ثلاثًا، يجوز الرجوع له بعقد ومهر جديدين، والله أعلم.,"إذا طلق الرجل زوجته بعد عقد القران وقبل الدخول بها أو الخلوة الصحيحة، فإن هذا الطلاق يعتبر طلاقًا بائنًا لا رجعيًا.

**الحكم في المذهب الحنفي:**
يحق للرجل الزواج منها مرة أخرى بعقد ومهر جديدين، وهي لا تحرم عليه حرمة مؤبدة بهذا الطلاق.
هذه الطلقة تُحتسب من الطلقات الثلاث التي يملكها الرجل.",,
Q019_B,Q019,الزواج والطلاق والنفقات,الطلاق,حكم إرجاع المطلّقة قبل الدخول,ابنتي كانت مخطوبة، وقد عقد قرانها، ولكنها انفصلت عن خطيبها قبل الدخول، هل يحق له بعد الانفصال عنها الرجوع لها؟ أم تحرم عليه حرمة مؤبّدة؟,أقول وبالله التوفيق: إن لم يطلقها ثلاثًا، يجوز الرجوع له بعقد ومهر جديدين، والله أعلم.,"في المذهب الحنفي:

- إذا كان قد عَقَدَ عليها عقدَ نكاحٍ صحيحًا، ثم طلّقها قبل الدخول والخلوة الصحيحة، فالطلاق يكون **بائنًا صغرى**.
- لا تَحرُم عليه حرمةً مؤبَّدة بهذا الطلاق، إنما الحرمة المؤبَّدة تكون بسبب النَّسب أو الرضاع أو المصاهرة الخاصة (كأم الزوجة وبنتها بعد الدخول) أو بالطلاق ثلاثًا.
- المطلَّقة قبل الدخول **لا عِدَّة عليها** لقوله تعالى:  
  *﴿يَا أَيُّهَا الَّذِينَ آمَنُوا إِذَا نَكَحْتُمُ الْمُؤْمِنَاتِ ثُمَّ طَلَّقْتُمُوهُنَّ مِنْ قَبْلِ أَنْ تَمَسُّوهُنَّ فَمَا لَكُمْ عَلَيْهِنَّ مِنْ عِدَّةٍ تَعْتَدُّونَهَا﴾*.

وعليه:  
يَجوز له أن يرجع فيتزوّجها **بعقدٍ جديدٍ ومهرٍ جديدٍ وبرضاها**، ولا تكون محرَّمةً عليه حرمةً مؤبَّدة، ما لم يوجد سبب آخر للتحريم (كنَسَب أو رَضاع أو نحو ذلك).",,
Q020_A,Q020,الزواج والطلاق والنفقات,الزواج,الإجبار على الزواج,هل يجوز عقد القران بالإجبار من قبل أهل الطرفين سواء الرجل أو المرأة، علماً أنهما بالغين فوق سن (١٨) سنة، وتم عقد القران لهما بالإجبار والضرب على الطرفين وكلاهما لا يريدان بعضهما البعض؟,<p>أقول وبالله التوفيق: لا يجوز الإجبار على النكاح، وإن أثبت الزوجان أو أحدهما عند القاضي تحقق الإجبار، فإن القاضي يفسخ العقد، والله أعلم.</p>,"وفقًا للمذهب الحنفي، فإن عقد الزواج الذي يتم بالإجبار والإكراه الشديد، حتى لو وصل إلى الضرب، وكان الطرفان بالغين عاقلين وقد نطقا بصيغة الإيجاب والقبول، يُعدّ **عقدًا صحيحًا** من حيث الأركان الظاهرة.

ويرجع ذلك إلى أن فقهاء الحنفية يرون أن صحة النكاح تقوم على الإيجاب والقبول اللفظيين، حتى وإن كان الرضا الباطني (القصد والاختيار الحر) غائبًا بسبب الإكراه. وتترتب على هذا العقد آثاره الشرعية من ثبوت النسب والمهر وحقوق الزوجية.

مع ذلك، فإن الإكراه والضرب على الزواج محرم شرعًا ويأثم فاعله إثمًا عظيمًا، لمخالفته صريح النصوص التي تدعو إلى الرضا والمودة في الزواج، وهو عمل ظالم لا يرضاه الشرع المطهر. لكن الإثم يقع على المُكرِه، ولا يبطل العقد في المذهب الحنفي.",,
Q020_B,Q020,الزواج والطلاق والنفقات,الزواج,الإجبار على الزواج,هل يجوز عقد القران بالإجبار من قبل أهل الطرفين سواء الرجل أو المرأة، علماً أنهما بالغين فوق سن (١٨) سنة، وتم عقد القران لهما بالإجبار والضرب على الطرفين وكلاهما لا يريدان بعضهما البعض؟,<p>أقول وبالله التوفيق: لا يجوز الإجبار على النكاح، وإن أثبت الزوجان أو أحدهما عند القاضي تحقق الإجبار، فإن القاضي يفسخ العقد، والله أعلم.</p>,"العقد المذكور في السؤال **غير صحيح في مذهب الحنفية** إذا كان قد تمَّ بالإكراه والضرب، مع كونهما بالغَيْن لا يريدان هذا الزواج.

### تفصيل الحكم في المذهب الحنفي باختصار:

1. **رضا البالغ شرط لصحة النكاح**  
   - في مذهب الحنفية:  
     - لا يُجبر **الرجل البالغ العاقل** على الزواج.  
     - ولا تُجبر **المرأة البالغة العاقلة** على الزواج، سواءٌ كانت بكرًا أو ثيّبًا.  
   - قال النبي ﷺ:  
     > «لا تُنكَحُ الأيِّمُ حتى تُستأمر، ولا تُنكَحُ البكرُ حتى تُستأذَن»  
   - والإكراه يسقط الرضا، والرضا ركن/شرط في النكاح.

2. **حكم العقد تحت الإكراه**  
   - إذا صرّح الطرفان بعدم القبول، أو أُخذ الإيجاب والقبول منهما تحت **الضرب والتهديد بحيث لو لم يوافقا لوقع بهما الأذى**:
     - فالعقد عند الحنفية **باطل أو في حكم المعدوم**؛ لأنه لا إيجاب وقبول حقيقيَّين.  
   - حتى لو نطقوا بألفاظ القبول، ما داموا مكرَهين حقيقةً، فلا يُعتدّ بهذا القبول شرعًا.

3. **ما الذي يلزم فعله الآن؟**  
   - على الطرفين أن يصرِّحا بعدم الرضا بهذا النكاح.  
   - ويُرفع الأمر إلى **قاضٍ شرعي أو جهة إفتاء موثوقة** ليُقَرِّر بطلان العقد أو فسخه رسميًّا؛ حمايةً للحقوق والأنساب وترتيب الآثار القانونية.

**الخلاصة:**  
في مذهب الحنفية: زواج البالغَيْن الذي عُقِد بالإجبار والضرب مع عدم رضاهما **لا يصح شرعًا**، ويجب إزالته بحكمٍ شرعيٍّ (إبطال/فسخ) وتثبيت ذلك عند الجهة المختصة.",,
Q021_A,Q021,الزواج والطلاق والنفقات,الطلاق,قول الزوج علي الحرام,ما حكم من قال لزوجته: وهو غاضب وخلال خلاف بدون نيه مسبقه: علي الحرام من ديني اذا بلمسك، وهو الآن يريد الانفكاك من اليمين؟,أقول وبالله التوفيق: إن لم يقصد بعلي الحرام الطلاق، فإنه يكون يميناً، ويلزم عليه كفارة يمين بعد لمس الزوجة، والله أعلم.,"في المذهب الحنفي:

1. قول الرجل لزوجته: **""عليَّ الحرام من ديني إذا لمستُك""** ونحو ذلك،  
   من *ألفاظ الكناية*، فإن:
   - **نوى به الطلاق**: وقع طلاق بحسب نيته (واحدة أو أكثر).  
   - **ولم ينوِ الطلاق، وإنما قصد المنع أو التهديد أو الغضب فقط**: فهو **يمين** وليس طلاقًا.

2. بحسب سؤالك: ذكرتَ أنه لم يكن هناك **نية طلاق**، وإنما صدر في غضب وخلاف؛  
   فعلى المعتمد عند المتأخّرين من الحنفية:  
   هذا يكون **يمينًا بالحرام**، فإذا لمست زوجتك بعد هذا القول، فقد **حنثت في يمينك**، ويلزمك **كفارة يمين** ولا يقع طلاق.

3. **كفارة اليمين** عند الحنفية:
   - إطعام عشرة مساكين (فدية كل مسكين مُدٌّ من غالب قوت البلد، تقريبًا 750 غرامًا من الطعام)،  
   أو  
   - كسوة عشرة مساكين،  
   فإن لم يجد:
   - صيام ثلاثة أيام.

4. يجوز لك أن تُخرج الكفارة **قبل الحنث أو بعده**، ثم تعود لمعاشرة الزوجة ولمسها ولا شيء بعد الكفارة سوى هذه الكفارة الواحدة على هذا اليمين.

الأحوط أن تراجع مفتيًا حنفيًّا في بلدك يَستفصل منك عن الألفاظ والنيّة بدقّة، لكن بناءً على ما ذكرت: **لا طلاق، وعليك كفارة يمين عند لمس زوجتك.**",,
Q021_B,Q021,الزواج والطلاق والنفقات,الطلاق,قول الزوج علي الحرام,ما حكم من قال لزوجته: وهو غاضب وخلال خلاف بدون نيه مسبقه: علي الحرام من ديني اذا بلمسك، وهو الآن يريد الانفكاك من اليمين؟,أقول وبالله التوفيق: إن لم يقصد بعلي الحرام الطلاق، فإنه يكون يميناً، ويلزم عليه كفارة يمين بعد لمس الزوجة، والله أعلم.,"إن قول الزوج لزوجته ""علي الحرام من ديني إذا بلمسك"" وهو غاضب وبدون نية مسبقة، يُعد في الفقه الحنفي **يميناً (قسماً)** وليس طلاقاً ولا ظهاراً.

**الحكم:**
إذا مس الزوج زوجته بعد هذا القول، فإنه يحنث في يمينه، وتجب عليه **كفارة يمين**.

**تفصيل الكفارة عند الحنفية:**
كفارة اليمين هي:
1.  **إطعام عشرة مساكين:** وجبتين مشبعتين لكل مسكين.
2.  **أو كسوة عشرة مساكين:** بأن يعطي كل مسكين ما يستر بدنه (قميصاً أو ما شابه).
3.  **أو تحرير رقبة مؤمنة:** وهذا غير متوفر في زماننا.

فإن عجز عن الإطعام والكسوة، انتقل إلى:
4.  **صيام ثلاثة أيام متتابعات.**

**ملاحظة:** الغضب وعدم النية المسبقة يدعمان كونه يميناً، إذ يُشترط للطلاق أو الظهار نية صريحة أو قرينة قوية تدل عليها عند استخدام ألفاظ الكناية، وهذا اللفظ مع هذه الملابسات ينصرف إلى اليمين.",,
Q022_A,Q022,الزواج والطلاق والنفقات,الطلاق,كثرة صدور الطلاق من الزوج,ما حكم من يقول لزوجته على كل شيء إن فعلتِ كذا فأنتِ طالق ، مع العلم أنه مسحور ؟,أقول وبالله التوفيق: يقع الطلاق من المطلق إن طلق إلا إذا كان فاقدًا لعقله، وعليه مراجعة المفتي للتأكد من حالته، والله أعلم.,"الجواب باختصار على مذهب الحنفية:

1. **حكم تعليق الطلاق بهذا الأسلوب**  
   من يقول لزوجته: *«إن فعلتِ كذا فأنتِ طالق»* يُعَدّ مُعلِّقًا للطلاق، فإذا وقع الفعل المعلَّق عليه **وقع الطلاق** عند الحنفية، ولو قصد التهديد أو المنع فقط، ما دام استعمل لفظ الطلاق الصريح.

2. **تكرار التعليق (على كل شيء)**  
   الإكثار من هذه العبارات وإدخال الطلاق في كل صغيرة وكبيرة **حرام وإساءةٌ شديدة**، لما فيه من تعريض الأسرة للانهيار، وقد يترتب عليه في النهاية طَلَقاتٌ متعدِّدة إن تحققت الشروط المعلّقة.

3. **أثر السِّحر على وقوع الطلاق**  
   في المذهب الحنفي:
   - إن كان الرجل **مسلوبَ العقل بالكلية** بسبب السِّحر (كالمجنون لا يَعي ما يقول ولا يدري ما يتلفظ به)، **فلا يقع طلاقه**؛ لأن شرط وقوع الطلاق: العقل والتمييز.  
   - أما إن كان **يعقل كلامه ويفهم معنى الطلاق** لكنه متأثّر نفسيًّا أو تحت ضغطٍ من السحر أو الوساوس أو الضيق، فـ**يقع طلاقه**، لأن مجرّد كونه مسحورًا لا يمنع صحة الألفاظ ما دام العقل حاضرًا.

4. **ما ينبغي فعله**  
   - يجب عليه **الامتناع فورًا** عن هذا الأسلوب، والتوبة من استعمال الطلاق في التهديد.  
   - عليه مراجعة **عالِم حنفي ثقة** مع بيان الألفاظ التي قالها بالحرف وتواريخ وقوع الأفعال المعلَّق عليها، ليُحسَب عدد الطلقات بدقة.  
   - مع العناية بـ **الرُّقية الشرعية** وعلاج السحر إن ثبت، لكن مع هذا لا يُحكَم ببطلان الطلاق إلا إن ثبت زوال العقل وقت التلفظ.

إن أردتَ تفصيلًا في كيفية احتساب الطلقات بحسب الألفاظ التي قالها، فاكتب نصوص العبارات التي استعملتَها قدر الاستطاعة.",,
Q022_B,Q022,الزواج والطلاق والنفقات,الطلاق,كثرة صدور الطلاق من الزوج,ما حكم من يقول لزوجته على كل شيء إن فعلتِ كذا فأنتِ طالق ، مع العلم أنه مسحور ؟,أقول وبالله التوفيق: يقع الطلاق من المطلق إن طلق إلا إذا كان فاقدًا لعقله، وعليه مراجعة المفتي للتأكد من حالته، والله أعلم.,"حكم من يقول لزوجته: ""إن فعلتِ كذا فأنتِ طالق"" على كل شيء، هو طلاق معلق، يقع بوقوع الشرط إذا تلفظ به الزوج باختياره وعقله.

أما بخصوص كونه مسحورًا، فالحكم يعتمد على حالته العقلية وقت التلفظ:
1.  **إذا كان السحر قد أدى إلى زوال عقله بالكامل، أو غلبة الجنون عليه بحيث لم يكن يدرك ما يقوله**، فطلاقه لا يقع، لأن العقل شرط لصحة الطلاق عند الحنفية.
2.  **أما إذا كان السحر يؤثر عليه ويجعله يتلفظ بهذا الكلام مع بقاء عقله وإدراكه لما يقوله**، فإن الطلاق يقع بوقوع الشرط. مجرد تأثير السحر أو شعوره بالإكراه ليس كافيًا لإبطال الطلاق ما دام العقل موجودًا.

والله أعلم.",,
Q023_A,Q023,الزواج والطلاق والنفقات,العدة,حكم تعلم المرأة المعتدة عن بعد,هل يجوز للمرأة المتوفى زوجها أن تتعلم عن بعد في فترة العدة؟,أقول وبالله التوفيق: يجوز طالما أنها لا تخرج من بيتها، والله أعلم.,"نعم، يجوز لها ذلك في مذهب الحنفية بشرطين أساسِيَّين:

1. **أن يكون التعلُّم عن بُعد وهي في بيت العِدَّة** (لا تخرج من مسكن الزوجية لأجل الدراسة)، لأن الواجب في عِدَّة الوفاة عند الحنفية هو لزوم البيت، لا ترك التعلُّم.

2. **التزام أحكام الإحداد**:  
   - ترك الزينة والطيب والحُلِيّ.  
   - التزام الستر الكامل، وعدم الخضوع بالقول أو الخلوة المحرَّمة في أي تواصل مرئي أو صوتي.  

أمّا الخروج من البيت لأجل الدراسة الحضورية، فالأصل عند الحنفية المنع في عِدَّة الوفاة إلا لحاجة معتبرة، ويُقدَّر ذلك بقدره. أما الدراسة عن بُعد من البيت فمباحة مع مراعاة ما سبق.",,
Q023_B,Q023,الزواج والطلاق والنفقات,العدة,حكم تعلم المرأة المعتدة عن بعد,هل يجوز للمرأة المتوفى زوجها أن تتعلم عن بعد في فترة العدة؟,أقول وبالله التوفيق: يجوز طالما أنها لا تخرج من بيتها، والله أعلم.,نعم، يجوز للمرأة المتوفى عنها زوجها أن تتعلم عن بعد في فترة العدة. فالعبرة في العدة هي لزوم المسكن وعدم الخروج منه إلا لضرورة، والامتناع عن الزينة. والتعلم عن بعد لا يستلزم الخروج من المنزل ولا يخل بشروط العدة.,,
